label,i,j,rho_star,drho_mean,reff_mean,zone,nonstationary_pct
modes.f_col1-modes.f_col3,1,3,0.6918524151810623,0.032291502071267,1.3609595406816573,reliable,66.66666666666667
modes.f_col0-modes.f_col1,0,1,0.642488752868165,0.03467648014844084,1.413809275454901,reliable,66.66666666666667
modes.f_col0-modes.f_col3,0,3,0.624004947260987,0.044707895888531995,1.4402590682863674,reliable,66.66666666666667
modes.f_col3-modes.f_col12,3,12,0.6212715850687524,0.13498943154924659,1.4482147697317023,reliable,66.66666666666667
modes.f_col3-modes.f_col8,3,8,0.5952018325363755,0.04033027676177663,1.4756831169516045,reliable,0.0
modes.f_col9-modes.f_col12,9,12,0.553398159359225,0.04155560906810656,1.5331805019207652,reliable,33.333333333333336
modes.f_col1-modes.f_col8,1,8,0.5473212759554567,0.04630733732690922,1.5237530898921994,reliable,33.333333333333336
modes.f_col3-modes.f_col9,3,9,0.5247528770596459,0.12514239332661145,1.568309249610679,reliable,33.333333333333336
modes.f_col5-modes.f_col12,5,12,0.5198911168888534,0.04352009273742864,1.552130814153491,reliable,0.0
modes.f_col1-modes.f_col12,1,12,0.4851214494198206,0.11970128714106394,1.6046635819648376,reliable,33.333333333333336
modes.f_col8-modes.f_col12,8,12,0.46575065829345835,0.10862099378575253,1.6197939032905138,reliable,66.66666666666667
modes.f_col0-modes.f_col8,0,8,0.4603620404586573,0.05010668211832163,1.625871949770564,reliable,33.333333333333336
modes.f_col1-modes.f_col9,1,9,0.4382170321916771,0.10830062606911622,1.6479062154753876,marginal,33.333333333333336
modes.f_col8-modes.f_col9,8,9,0.43742928997918945,0.12725326516001456,1.6416898809308178,marginal,33.333333333333336
modes.f_col5-modes.f_col8,5,8,0.4300528287533567,0.09581989704702182,1.6657360923306153,marginal,33.333333333333336
modes.f_col5-modes.f_col9,5,9,0.42726686906830447,0.047434387920028305,1.6576630568410549,marginal,33.333333333333336
modes.f_col3-modes.f_col5,3,5,0.42640375489713134,0.10983079378904508,1.670003397940437,marginal,66.66666666666667
modes.f_col0-modes.f_col12,0,12,0.4247623554247852,0.08322191880140564,1.6660217795777044,marginal,33.333333333333336
modes.f_col11-modes.f_col13,11,13,0.4125599692321855,0.05837543284460381,1.677972020697138,marginal,33.333333333333336
modes.f_col1-modes.f_col11,1,11,0.39538727309688193,0.08690312756874315,1.6791311190619838,marginal,0.0
modes.f_col11-modes.f_col12,11,12,0.3920256159237909,0.048662739912018665,1.6893280891402327,marginal,33.333333333333336
modes.f_col3-modes.f_col11,3,11,0.38986865530252296,0.10097316549966896,1.682881979316433,marginal,66.66666666666667
modes.f_col8-modes.f_col11,8,11,0.38616864965972536,0.10147972662925084,1.7099919034343591,marginal,33.333333333333336
modes.f_col1-modes.f_col5,1,5,0.3803994350320852,0.09652042820610468,1.7078370387145259,marginal,33.333333333333336
modes.f_col9-modes.f_col13,9,13,0.3787478442833114,0.07987271184089736,1.7007711772349983,marginal,0.0
modes.f_col1-modes.f_col13,1,13,0.3764989801520083,0.10948062477112053,1.7067910747162947,marginal,0.0
modes.f_col3-modes.f_col6,3,6,0.3763880613597163,0.02292189096980132,1.7310781677250024,marginal,0.0
modes.f_col0-modes.f_col9,0,9,0.370355859109814,0.060950783160645186,1.7121689867585255,marginal,0.0
modes.f_col3-modes.f_col13,3,13,0.36972642311329146,0.11093478304899541,1.7112680164011242,marginal,33.333333333333336
modes.f_col6-modes.f_col8,6,8,0.36713089650573993,0.025679540489039945,1.7416433808381493,marginal,33.333333333333336
modes.f_col1-modes.f_col6,1,6,0.35998480057705773,0.02893364772232878,1.7455435205174539,marginal,0.0
modes.f_col5-modes.f_col7,5,7,0.35863173783139823,0.049389020778871966,1.7432050193071855,marginal,33.333333333333336
modes.f_col0-modes.f_col6,0,6,0.3511170016817438,0.027518761375326745,1.760880798400731,marginal,33.333333333333336
